;Unnamed: 0;text;step1;tokens;final_tokens;step2;finalText_str;ProcessedText
1084;1084;i forgive myself that i have accepted and allowed myself to think that as i am writing this blog that someone will feel sorry for me give me some sympathy and tell me i am right;forgive myself that have accepted and allowed myself to think that as am writing this blog that someone will feel sorry for me give me some sympathy and tell me am right;['forgive', 'myself', 'that', 'have', 'accepted', 'and', 'allowed', 'myself', 'to', 'think', 'that', 'as', 'am', 'writing', 'this', 'blog', 'that', 'someone', 'will', 'feel', 'sorry', 'for', 'me', 'give', 'me', 'some', 'sympathy', 'and', 'tell', 'me', 'am', 'right'];['forgive', 'myself', 'that', 'have', 'accepted', 'and', 'allowed', 'myself', 'to', 'think', 'that', 'as', 'am', 'writing', 'this', 'blog', 'that', 'someone', 'will', 'feel', 'sorry', 'for', 'me', 'give', 'me', 'some', 'sympathy', 'and', 'tell', 'me', 'am', 'right'];forgive myself that have accepted and allowed myself to think that as am writing this blog that someone will feel sorry for me give me some sympathy and tell me am right;forgive myself that have accepted and allowed myself to think that as am writing this blog that someone will feel sorry for me give me some sympathy and tell me am right;forgive myself that have accepted allowed myself think that as am writing this blog that someone will feel sorry for me give me some sympathy tell me am right
1085;1085;i feel irritable about the number of people that came into our office whining about their own circumstances i realize im not practicing thinking about the good things and i find it a better way to pull yourself into the present;feel irritable about the number of people that came into our office whining about their own circumstances realize im not practicing thinking about the good things and find it better way to pull yourself into the present;['feel', 'irritable', 'about', 'the', 'number', 'of', 'people', 'that', 'came', 'into', 'our', 'office', 'whining', 'about', 'their', 'own', 'circumstances', 'realize', 'im', 'not', 'practicing', 'thinking', 'about', 'the', 'good', 'things', 'and', 'find', 'it', 'better', 'way', 'to', 'pull', 'yourself', 'into', 'the', 'present'];['feel', 'irritable', 'about', 'the', 'number', 'of', 'people', 'that', 'came', 'into', 'our', 'office', 'whining', 'about', 'their', 'own', 'circumstances', 'realize', 'im', 'not', 'practicing', 'thinking', 'about', 'the', 'good', 'things', 'and', 'find', 'it', 'better', 'way', 'to', 'pull', 'yourself', 'into', 'the', 'present'];feel irritable about the number of people that came into our office whining about their own circumstances realize im not practicing thinking about the good things and find it better way to pull yourself into the present;feel irritable about the number of people that came into our office whining about their own circumstances realize im not practicing thinking about the good things and find it better way to pull yourself into the present;feel irritable about the number of people that came into our office whining about their own circumstances realize not practicing thinking about the good things find it better way pull yourself into the present
1086;1086;i am only too well aware of the strength of feeling that this house holds about the tragic and needless deaths of so many men women and children;am only too well aware of the strength of feeling that this house holds about the tragic and needless deaths of so many men women and children;['am', 'only', 'too', 'well', 'aware', 'of', 'the', 'strength', 'of', 'feeling', 'that', 'this', 'house', 'holds', 'about', 'the', 'tragic', 'and', 'needless', 'deaths', 'of', 'so', 'many', 'men', 'women', 'and', 'children'];['am', 'only', 'too', 'well', 'aware', 'of', 'the', 'strength', 'of', 'feeling', 'that', 'this', 'house', 'holds', 'about', 'the', 'tragic', 'and', 'needless', 'deaths', 'of', 'so', 'many', 'men', 'women', 'and', 'children'];am only too well aware of the strength of feeling that this house holds about the tragic and needless deaths of so many men women and children;am only too well aware of the strength of feeling that this house holds about the tragic and needless deaths of so many men women and children;am only too well aware of the strength of feeling that this house holds about the tragic needless deaths of so many men women children
1087;1087;i feel for all of you who have been supporting me is so extreme there would be no way to put a number value on it;feel for all of you who have been supporting me is so there would be no way to put number value on it;['feel', 'for', 'all', 'of', 'you', 'who', 'have', 'been', 'supporting', 'me', 'is', 'so', 'there', 'would', 'be', 'no', 'way', 'to', 'put', 'number', 'value', 'on', 'it'];['feel', 'for', 'all', 'of', 'you', 'who', 'have', 'been', 'supporting', 'me', 'is', 'so', 'there', 'would', 'be', 'no', 'way', 'to', 'put', 'number', 'value', 'on', 'it'];feel for all of you who have been supporting me is so there would be no way to put number value on it;feel for all of you who have been supporting me is so there would be no way to put number value on it;feel for all of you who have been supporting me is so there would be no way put number value on it
1088;1088;i feel such duties are unimportant to our profession i just am not qualified to discuss all of them;feel such duties are unimportant to our profession just am not qualified to discuss all of them;['feel', 'such', 'duties', 'are', 'unimportant', 'to', 'our', 'profession', 'just', 'am', 'not', 'qualified', 'to', 'discuss', 'all', 'of', 'them'];['feel', 'such', 'duties', 'are', 'unimportant', 'to', 'our', 'profession', 'just', 'am', 'not', 'qualified', 'to', 'discuss', 'all', 'of', 'them'];feel such duties are unimportant to our profession just am not qualified to discuss all of them;feel such duties are unimportant to our profession just am not qualified to discuss all of them;feel such duties are unimportant our profession just am not qualified discuss all of them
1089;1089;i do feel proud and happy and also very grateful to all who read me;do feel proud and happy and also very grateful to all who read me;['do', 'feel', 'proud', 'and', 'happy', 'and', 'also', 'very', 'grateful', 'to', 'all', 'who', 'read', 'me'];['do', 'feel', 'proud', 'and', 'happy', 'and', 'also', 'very', 'grateful', 'to', 'all', 'who', 'read', 'me'];do feel proud and happy and also very grateful to all who read me;do feel proud and happy and also very grateful to all who read me;do feel proud happy also very grateful all who read me
1090;1090;i feel shaky from the battering of emotions but im still standing;feel shaky from the battering of emotions but im still standing;['feel', 'shaky', 'from', 'the', 'battering', 'of', 'emotions', 'but', 'im', 'still', 'standing'];['feel', 'shaky', 'from', 'the', 'battering', 'of', 'emotions', 'but', 'im', 'still', 'standing'];feel shaky from the battering of emotions but im still standing;feel shaky from the battering of emotions but im still standing;feel shaky from the battering of emotions but still standing
1091;1091;i feel like being all stubborn and stingy;feel like being all stubborn and stingy;['feel', 'like', 'being', 'all', 'stubborn', 'and', 'stingy'];['feel', 'like', 'being', 'all', 'stubborn', 'and', 'stingy'];feel like being all stubborn and stingy;feel like being all stubborn and stingy;feel like being all stubborn stingy
1092;1092;i been that i feel like i can traipse in and out of all your lives tromping on your heel loving hearts with my stilettos;been that feel like can traipse in and out of all your lives tromping on your heel loving hearts with my stilettos;['been', 'that', 'feel', 'like', 'can', 'traipse', 'in', 'and', 'out', 'of', 'all', 'your', 'lives', 'tromping', 'on', 'your', 'heel', 'loving', 'hearts', 'with', 'my', 'stilettos'];['been', 'that', 'feel', 'like', 'can', 'traipse', 'in', 'and', 'out', 'of', 'all', 'your', 'lives', 'tromping', 'on', 'your', 'heel', 'loving', 'hearts', 'with', 'my', 'stilettos'];been that feel like can traipse in and out of all your lives tromping on your heel loving hearts with my stilettos;been that feel like can traipse in and out of all your lives tromping on your heel loving hearts with my stilettos;been that feel like can traipse in out of all your lives tromping on your heel loving hearts with my stilettos
1093;1093;i reread for comfort the familiarity of a book whose plot i already know is easier to deal with when im feeling stressed than a new to me book with all its unknowns;reread for comfort the familiarity of book whose plot already know is easier to deal with when im feeling stressed than new to me book with all its unknowns;['reread', 'for', 'comfort', 'the', 'familiarity', 'of', 'book', 'whose', 'plot', 'already', 'know', 'is', 'easier', 'to', 'deal', 'with', 'when', 'im', 'feeling', 'stressed', 'than', 'new', 'to', 'me', 'book', 'with', 'all', 'its', 'unknowns'];['reread', 'for', 'comfort', 'the', 'familiarity', 'of', 'book', 'whose', 'plot', 'already', 'know', 'is', 'easier', 'to', 'deal', 'with', 'when', 'im', 'feeling', 'stressed', 'than', 'new', 'to', 'me', 'book', 'with', 'all', 'its', 'unknowns'];reread for comfort the familiarity of book whose plot already know is easier to deal with when im feeling stressed than new to me book with all its unknowns;reread for comfort the familiarity of book whose plot already know is easier to deal with when im feeling stressed than new to me book with all its unknowns;reread for comfort the familiarity of book whose plot already know is easier deal with when feeling stressed than new me book with all its unknowns
1094;1094;i love it but sometimes i feel exhausted;love it but sometimes feel;['love', 'it', 'but', 'sometimes', 'feel'];['love', 'it', 'but', 'sometimes', 'feel'];love it but sometimes feel;love it but sometimes feel;love it but sometimes feel
1095;1095;im sorry i feel so uncertain about it;im sorry feel so uncertain about it;['im', 'sorry', 'feel', 'so', 'uncertain', 'about', 'it'];['im', 'sorry', 'feel', 'so', 'uncertain', 'about', 'it'];im sorry feel so uncertain about it;im sorry feel so uncertain about it;sorry feel so uncertain about it
1096;1096;im feeling crappy ill fish for compliments like any other girl;im feeling crappy ill fish for compliments like any other girl;['im', 'feeling', 'crappy', 'ill', 'fish', 'for', 'compliments', 'like', 'any', 'other', 'girl'];['im', 'feeling', 'crappy', 'ill', 'fish', 'for', 'compliments', 'like', 'any', 'other', 'girl'];im feeling crappy ill fish for compliments like any other girl;im feeling crappy ill fish for compliments like any other girl;feeling crappy ill fish for compliments like any other girl
1097;1097;i am asleep i would feel no pain but that violent act would be completely unjustified all the same;am asleep would feel no pain but that violent act would be completely unjustified all the same;['am', 'asleep', 'would', 'feel', 'no', 'pain', 'but', 'that', 'violent', 'act', 'would', 'be', 'completely', 'unjustified', 'all', 'the', 'same'];['am', 'asleep', 'would', 'feel', 'no', 'pain', 'but', 'that', 'violent', 'act', 'would', 'be', 'completely', 'unjustified', 'all', 'the', 'same'];am asleep would feel no pain but that violent act would be completely unjustified all the same;am asleep would feel no pain but that violent act would be completely unjustified all the same;am asleep would feel no pain but that violent act would be completely unjustified all the same
