;text;step1;tokens;final_tokens;step2
981;i also feel lethargic and again;also feel lethargic and again;['also', 'feel', 'lethargic', 'and', 'again'];['also', 'feel', 'lethargic', 'and', 'again'];also feel lethargic and again
982;im feeling somewhat nostalgic about the game just from the fact that its star wars;im feeling somewhat nostalgic about the game just from the fact that its star wars;['im', 'feeling', 'somewhat', 'nostalgic', 'about', 'the', 'game', 'just', 'from', 'the', 'fact', 'that', 'its', 'star', 'wars'];['im', 'feeling', 'somewhat', 'nostalgic', 'about', 'the', 'game', 'just', 'from', 'the', 'fact', 'that', 'its', 'star', 'wars'];im feeling somewhat nostalgic about the game just from the fact that its star wars
983;i don t feel like i should be punished to carry this burden even though i have been for four years now;don feel like should be punished to carry this burden even though have been for four years now;['don', 'feel', 'like', 'should', 'be', 'punished', 'to', 'carry', 'this', 'burden', 'even', 'though', 'have', 'been', 'for', 'four', 'years', 'now'];['don', 'feel', 'like', 'should', 'be', 'punished', 'to', 'carry', 'this', 'burden', 'even', 'though', 'have', 'been', 'for', 'four', 'years', 'now'];don feel like should be punished to carry this burden even though have been for four years now
984;i was feeling like i said humour gets me through im one of those people who even if i spoke about my issues no one would be too bothered or would care that thought was in my head and wasnt true that way of being like i dont want to burden you sort of thing;was feeling like said humour gets me through im one of those people who even if spoke about my issues no one would be too bothered or would care that thought was in my head and wasnt true that way of being like dont want to burden you sort of thing;['was', 'feeling', 'like', 'said', 'humour', 'gets', 'me', 'through', 'im', 'one', 'of', 'those', 'people', 'who', 'even', 'if', 'spoke', 'about', 'my', 'issues', 'no', 'one', 'would', 'be', 'too', 'bothered', 'or', 'would', 'care', 'that', 'thought', 'was', 'in', 'my', 'head', 'and', 'wasnt', 'true', 'that', 'way', 'of', 'being', 'like', 'dont', 'want', 'to', 'burden', 'you', 'sort', 'of', 'thing'];['was', 'feeling', 'like', 'said', 'humour', 'gets', 'me', 'through', 'im', 'one', 'of', 'those', 'people', 'who', 'even', 'if', 'spoke', 'about', 'my', 'issues', 'no', 'one', 'would', 'be', 'too', 'bothered', 'or', 'would', 'care', 'that', 'thought', 'was', 'in', 'my', 'head', 'and', 'wasnt', 'true', 'that', 'way', 'of', 'being', 'like', 'dont', 'want', 'to', 'burden', 'you', 'sort', 'of', 'thing'];was feeling like said humour gets me through im one of those people who even if spoke about my issues no one would be too bothered or would care that thought was in my head and wasnt true that way of being like dont want to burden you sort of thing
985;i feel about this part of my life and how treasured my london flatmates are to me it was especially neat to point at something and say this is where;feel about this part of my life and how treasured my london flatmates are to me it was especially neat to point at something and say this is where;['feel', 'about', 'this', 'part', 'of', 'my', 'life', 'and', 'how', 'treasured', 'my', 'london', 'flatmates', 'are', 'to', 'me', 'it', 'was', 'especially', 'neat', 'to', 'point', 'at', 'something', 'and', 'say', 'this', 'is', 'where'];['feel', 'about', 'this', 'part', 'of', 'my', 'life', 'and', 'how', 'treasured', 'my', 'london', 'flatmates', 'are', 'to', 'me', 'it', 'was', 'especially', 'neat', 'to', 'point', 'at', 'something', 'and', 'say', 'this', 'is', 'where'];feel about this part of my life and how treasured my london flatmates are to me it was especially neat to point at something and say this is where
986;i feel all innocent now;feel all innocent now;['feel', 'all', 'innocent', 'now'];['feel', 'all', 'innocent', 'now'];feel all innocent now
987;i feel hopeful with this new treatment to extend my life;feel hopeful with this new treatment to my life;['feel', 'hopeful', 'with', 'this', 'new', 'treatment', 'to', 'my', 'life'];['feel', 'hopeful', 'with', 'this', 'new', 'treatment', 'to', 'my', 'life'];feel hopeful with this new treatment to my life
988;i feel like an idiot for trusting you though;feel like an idiot for trusting you though;['feel', 'like', 'an', 'idiot', 'for', 'trusting', 'you', 'though'];['feel', 'like', 'an', 'idiot', 'for', 'trusting', 'you', 'though'];feel like an idiot for trusting you though
989;i am only providing the link as a courtesy to its author but it was all about stuff that was either before my time or i never experienced even if i lived when it was available so i couldn t feel emotional about any of it;am only providing the link as courtesy to its author but it was all about stuff that was either before my time or never even if lived when it was available so couldn feel emotional about any of it;['am', 'only', 'providing', 'the', 'link', 'as', 'courtesy', 'to', 'its', 'author', 'but', 'it', 'was', 'all', 'about', 'stuff', 'that', 'was', 'either', 'before', 'my', 'time', 'or', 'never', 'even', 'if', 'lived', 'when', 'it', 'was', 'available', 'so', 'couldn', 'feel', 'emotional', 'about', 'any', 'of', 'it'];['am', 'only', 'providing', 'the', 'link', 'as', 'courtesy', 'to', 'its', 'author', 'but', 'it', 'was', 'all', 'about', 'stuff', 'that', 'was', 'either', 'before', 'my', 'time', 'or', 'never', 'even', 'if', 'lived', 'when', 'it', 'was', 'available', 'so', 'couldn', 'feel', 'emotional', 'about', 'any', 'of', 'it'];am only providing the link as courtesy to its author but it was all about stuff that was either before my time or never even if lived when it was available so couldn feel emotional about any of it
990;i have a feeling i kinda lost my best friend;have feeling kinda lost my best friend;['have', 'feeling', 'kinda', 'lost', 'my', 'best', 'friend'];['have', 'feeling', 'kinda', 'lost', 'my', 'best', 'friend'];have feeling kinda lost my best friend
991;ive had a few rough days since then and in the midst of crying and dealing and feeling just so defeated and emotional i put my coat on and curled up and created this safety nest inside my coat;ive had few rough days since then and in the midst of crying and dealing and feeling just so defeated and emotional put my coat on and c ed up and created this safety nest inside my coat;['ive', 'had', 'few', 'rough', 'days', 'since', 'then', 'and', 'in', 'the', 'midst', 'of', 'crying', 'and', 'dealing', 'and', 'feeling', 'just', 'so', 'defeated', 'and', 'emotional', 'put', 'my', 'coat', 'on', 'and', 'c', 'ed', 'up', 'and', 'created', 'this', 'safety', 'nest', 'inside', 'my', 'coat'];['ive', 'had', 'few', 'rough', 'days', 'since', 'then', 'and', 'in', 'the', 'midst', 'of', 'crying', 'and', 'dealing', 'and', 'feeling', 'just', 'so', 'defeated', 'and', 'emotional', 'put', 'my', 'coat', 'on', 'and', 'c', 'ed', 'up', 'and', 'created', 'this', 'safety', 'nest', 'inside', 'my', 'coat'];ive had few rough days since then and in the midst of crying and dealing and feeling just so defeated and emotional put my coat on and c ed up and created this safety nest inside my coat
992;i do feel terribly remourseful that i didnt stay faithful to my plans and get him sooner;do feel terribly remourseful that didnt stay faithful to my plans and get him sooner;['do', 'feel', 'terribly', 'remourseful', 'that', 'didnt', 'stay', 'faithful', 'to', 'my', 'plans', 'and', 'get', 'him', 'sooner'];['do', 'feel', 'terribly', 'remourseful', 'that', 'didnt', 'stay', 'faithful', 'to', 'my', 'plans', 'and', 'get', 'him', 'sooner'];do feel terribly remourseful that didnt stay faithful to my plans and get him sooner
993;i went to a wedding this weekend and i have to say i was feeling very important;went to wedding this weekend and have to say was feeling very important;['went', 'to', 'wedding', 'this', 'weekend', 'and', 'have', 'to', 'say', 'was', 'feeling', 'very', 'important'];['went', 'to', 'wedding', 'this', 'weekend', 'and', 'have', 'to', 'say', 'was', 'feeling', 'very', 'important'];went to wedding this weekend and have to say was feeling very important
994;i should stop reading sids blogs but it is part of my blogging community and i feel that in supporting each other we get better at handling grief and hence i am not going to stop;should stop reading sids blogs but it is part of my blogging community and feel that in supporting each other we get better at handling grief and hence am not going to stop;['should', 'stop', 'reading', 'sids', 'blogs', 'but', 'it', 'is', 'part', 'of', 'my', 'blogging', 'community', 'and', 'feel', 'that', 'in', 'supporting', 'each', 'other', 'we', 'get', 'better', 'at', 'handling', 'grief', 'and', 'hence', 'am', 'not', 'going', 'to', 'stop'];['should', 'stop', 'reading', 'sids', 'blogs', 'but', 'it', 'is', 'part', 'of', 'my', 'blogging', 'community', 'and', 'feel', 'that', 'in', 'supporting', 'each', 'other', 'we', 'get', 'better', 'at', 'handling', 'grief', 'and', 'hence', 'am', 'not', 'going', 'to', 'stop'];should stop reading sids blogs but it is part of my blogging community and feel that in supporting each other we get better at handling grief and hence am not going to stop
995;i feel less shy about exploring roles in more physical ways;feel less shy about roles in more physical ways;['feel', 'less', 'shy', 'about', 'roles', 'in', 'more', 'physical', 'ways'];['feel', 'less', 'shy', 'about', 'roles', 'in', 'more', 'physical', 'ways'];feel less shy about roles in more physical ways
996;i replied feeling strange at giving the orders;replied feeling strange at giving the orders;['replied', 'feeling', 'strange', 'at', 'giving', 'the', 'orders'];['replied', 'feeling', 'strange', 'at', 'giving', 'the', 'orders'];replied feeling strange at giving the orders
997;i chant the invocation and feel his force supporting me as i teach;chant the invocation and feel his force supporting me as teach;['chant', 'the', 'invocation', 'and', 'feel', 'his', 'force', 'supporting', 'me', 'as', 'teach'];['chant', 'the', 'invocation', 'and', 'feel', 'his', 'force', 'supporting', 'me', 'as', 'teach'];chant the invocation and feel his force supporting me as teach
998;i feel like he moves sleep i am glad i enjoyed that week of good sleep that i mentioned because i have a feeling that is over with now;feel like he moves sleep am glad enjoyed that week of good sleep that mentioned because have feeling that is over with now;['feel', 'like', 'he', 'moves', 'sleep', 'am', 'glad', 'enjoyed', 'that', 'week', 'of', 'good', 'sleep', 'that', 'mentioned', 'because', 'have', 'feeling', 'that', 'is', 'over', 'with', 'now'];['feel', 'like', 'he', 'moves', 'sleep', 'am', 'glad', 'enjoyed', 'that', 'week', 'of', 'good', 'sleep', 'that', 'mentioned', 'because', 'have', 'feeling', 'that', 'is', 'over', 'with', 'now'];feel like he moves sleep am glad enjoyed that week of good sleep that mentioned because have feeling that is over with now
999;i am really hurt and i feel unimportant and that sucks;am really hurt and feel unimportant and that sucks;['am', 'really', 'hurt', 'and', 'feel', 'unimportant', 'and', 'that', 'sucks'];['am', 'really', 'hurt', 'and', 'feel', 'unimportant', 'and', 'that', 'sucks'];am really hurt and feel unimportant and that sucks
1000;i grew up around this feeling living only minutes away from the gorgeous atlantic ocean in brazil so its probably no surprise i grew fond of the ocean;grew up around this feeling living only minutes away from the gorgeous atlantic ocean in brazil so its probably no surprise grew fond of the ocean;['grew', 'up', 'around', 'this', 'feeling', 'living', 'only', 'minutes', 'away', 'from', 'the', 'gorgeous', 'atlantic', 'ocean', 'in', 'brazil', 'so', 'its', 'probably', 'no', 'surprise', 'grew', 'fond', 'of', 'the', 'ocean'];['grew', 'up', 'around', 'this', 'feeling', 'living', 'only', 'minutes', 'away', 'from', 'the', 'gorgeous', 'atlantic', 'ocean', 'in', 'brazil', 'so', 'its', 'probably', 'no', 'surprise', 'grew', 'fond', 'of', 'the', 'ocean'];grew up around this feeling living only minutes away from the gorgeous atlantic ocean in brazil so its probably no surprise grew fond of the ocean
